"Wavenumber","PSI_002","PSI_003","PSI_004","PSI_005","PSI_006","PSI_007","PSI_008","PSI_009","PSI_010","PSI_011","PSI_012","PSI_013","PSI_014","PSI_015","PSI_016","PSI_017","PSI_018","PSI_019","PSI_020","PSI_022"
3743.6361,0.76136,1.17657,0.77303,1.16653,1.08878,1.37729,0.66348,1.16749,1.04881,0.86827,0.90212,0.69415,0.90116,1.29089,0.79707,0.70012,1.16536,0.67933,1.24335,0.93271
3741.70739,0.76075,1.17559,0.77257,1.16626,1.08841,1.37637,0.66295,1.16618,1.04769,0.86741,0.90168,0.69389,0.90084,1.29059,0.79641,0.69928,1.16463,0.67872,1.24245,0.93194
3739.77867,0.76043,1.175,0.77236,1.16614,1.08814,1.37565,0.66268,1.16519,1.04672,0.86671,0.90144,0.69396,0.90084,1.29046,0.79585,0.69855,1.16383,0.67828,1.24122,0.93127
3737.84996,0.76031,1.17464,0.77226,1.16618,1.08799,1.37523,0.66252,1.16454,1.04596,0.86613,0.90125,0.69411,0.90089,1.29037,0.79547,0.69795,1.16319,0.67797,1.24016,0.93079
3735.92124,0.76017,1.17421,0.77205,1.16626,1.0879,1.37501,0.66224,1.164,1.04531,0.86552,0.90096,0.69406,0.90073,1.2902,0.7952,0.69741,1.16282,0.67765,1.23961,0.93044
3733.99253,0.75988,1.17354,0.77163,1.16614,1.08767,1.37467,0.66176,1.16331,1.0446,0.86472,0.90044,0.69366,0.90025,1.28982,0.7949,0.69682,1.16251,0.67719,1.23936,0.93
3732.06381,0.75943,1.17267,0.77102,1.16569,1.08714,1.37399,0.66117,1.16244,1.04369,0.8637,0.8997,0.69295,0.89954,1.2892,0.79443,0.69611,1.162,0.67656,1.23893,0.92936
3730.13509,0.75888,1.17171,0.77034,1.16492,1.08633,1.37295,0.66055,1.16148,1.04264,0.86257,0.89885,0.69212,0.89872,1.28837,0.79377,0.69531,1.16119,0.67584,1.23808,0.92853
3728.20638,0.75819,1.17065,0.76954,1.16385,1.08523,1.37158,0.65989,1.16047,1.04151,0.86141,0.89787,0.69117,0.89776,1.28727,0.79294,0.69445,1.16012,0.67503,1.23687,0.92753
3726.27766,0.75727,1.1694,0.76852,1.16246,1.08383,1.36991,0.65906,1.15936,1.04032,0.86021,0.89668,0.69003,0.89655,1.28583,0.79193,0.69353,1.15885,0.67408,1.23552,0.92634
3724.34895,0.75604,1.16789,0.76721,1.1607,1.08212,1.36798,0.65798,1.15809,1.03906,0.85894,0.89526,0.68861,0.89501,1.28404,0.79073,0.69253,1.15742,0.67294,1.23417,0.92493
3722.42023,0.75454,1.16613,0.76563,1.15855,1.08013,1.36578,0.6567,1.15665,1.03769,0.85757,0.89362,0.68694,0.89318,1.2819,0.78935,0.69145,1.15578,0.67163,1.23274,0.92329
3720.49152,0.75291,1.16429,0.76392,1.15613,1.07797,1.36341,0.65533,1.15515,1.03624,0.85613,0.89189,0.68514,0.89121,1.27959,0.78784,0.69031,1.15396,0.67022,1.23113,0.92152
3718.5628,0.75134,1.16259,0.76228,1.15374,1.07587,1.3611,0.65407,1.15374,1.03485,0.85478,0.89026,0.68348,0.88938,1.27739,0.78636,0.68921,1.15212,0.66888,1.22936,0.91978
3716.63409,0.75005,1.16121,0.76094,1.15177,1.07412,1.35918,0.65306,1.15258,1.03364,0.85364,0.88893,0.68221,0.88791,1.27563,0.78508,0.68825,1.15048,0.66778,1.22768,0.9183
3714.70537,0.74914,1.16019,0.76,1.15049,1.07294,1.35789,0.65232,1.15169,1.03271,0.85277,0.88798,0.68141,0.88691,1.27451,0.78415,0.68749,1.14932,0.667,1.22645,0.91725
3712.77666,0.74854,1.15935,0.7594,1.14993,1.07236,1.35723,0.65175,1.15091,1.03197,0.8521,0.88737,0.68099,0.88626,1.274,0.7836,0.6869,1.14871,0.66646,1.22591,0.91664
3710.84794,0.74807,1.15851,0.75899,1.14979,1.07217,1.3569,0.65123,1.15004,1.03129,0.85144,0.88695,0.68074,0.88582,1.27386,0.78326,0.68634,1.14843,0.66602,1.22584,0.91628
3708.91923,0.74761,1.15763,0.75858,1.14963,1.07196,1.35646,0.65069,1.14903,1.03047,0.85065,0.88651,0.68042,0.88541,1.2737,0.78289,0.6857,1.14805,0.66552,1.22565,0.91584
3706.99051,0.74713,1.15675,0.75808,1.14914,1.07143,1.35567,0.65014,1.14798,1.02948,0.84968,0.8859,0.67992,0.88486,1.27322,0.78235,0.68494,1.14733,0.66491,1.22497,0.91514
3705.0618,0.74658,1.15586,0.75742,1.14827,1.07057,1.35456,0.64953,1.14693,1.02835,0.8486,0.88508,0.67919,0.88409,1.27237,0.78164,0.68413,1.14634,0.66418,1.22387,0.9142
3703.13308,0.74589,1.15485,0.75659,1.14716,1.06951,1.35329,0.64881,1.14584,1.02719,0.84749,0.88409,0.67828,0.8831,1.27124,0.78079,0.68329,1.14524,0.66337,1.22267,0.91312
3701.20437,0.74504,1.15365,0.75562,1.14592,1.06837,1.35192,0.64797,1.14465,1.02602,0.8464,0.88303,0.67728,0.88201,1.26996,0.77986,0.68244,1.14413,0.66248,1.22151,0.912
3699.27565,0.74407,1.15233,0.75458,1.1446,1.06716,1.35046,0.64711,1.14341,1.02486,0.84536,0.88197,0.6763,0.88091,1.26863,0.77885,0.68156,1.14296,0.66156,1.22029,0.91083
3697.34694,0.74306,1.15102,0.75354,1.1432,1.06586,1.34892,0.64628,1.14221,1.02373,0.84435,0.88093,0.6754,0.87987,1.26725,0.77779,0.68067,1.14168,0.66065,1.21893,0.90964
3695.41822,0.74205,1.14978,0.75252,1.14176,1.06449,1.34733,0.6455,1.14111,1.02268,0.84342,0.87991,0.67458,0.87886,1.26589,0.77675,0.67982,1.14034,0.65978,1.21747,0.90846
3693.48951,0.741,1.14852,0.75147,1.14027,1.06309,1.34567,0.64467,1.14005,1.02168,0.84253,0.87882,0.67374,0.87777,1.26451,0.77573,0.67901,1.13902,0.65891,1.2161,0.90731
3691.56079,0.73984,1.14708,0.75026,1.13867,1.06165,1.34385,0.64366,1.13886,1.02061,0.84155,0.87755,0.67268,0.87643,1.263,0.77471,0.67818,1.13778,0.65794,1.215,0.90612
3689.63208,0.73851,1.14537,0.74889,1.13693,1.06016,1.34191,0.64243,1.13745,1.0194,0.84042,0.87608,0.67132,0.87481,1.26135,0.77366,0.67728,1.13663,0.65682,1.21421,0.90486
3687.70336,0.73714,1.14361,0.7475,1.13519,1.05872,1.34007,0.64115,1.13593,1.01814,0.8392,0.87462,0.66986,0.87319,1.25972,0.77257,0.67631,1.13551,0.65564,1.21349,0.90357
3685.77465,0.73591,1.14213,0.7463,1.13356,1.05737,1.33851,0.64008,1.13456,1.01695,0.83803,0.87337,0.6686,0.87186,1.25826,0.77149,0.67536,1.13431,0.65458,1.21249,0.90233
3683.84593,0.73491,1.14103,0.74534,1.1321,1.05609,1.33717,0.6393,1.13347,1.01589,0.83701,0.87236,0.66766,0.87089,1.257,0.77046,0.67449,1.13299,0.6537,1.21109,0.90116
3681.91722,0.73411,1.14023,0.74457,1.13086,1.05495,1.33606,0.63875,1.13267,1.01503,0.83621,0.87157,0.66706,0.8702,1.25596,0.76953,0.67376,1.13168,0.65302,1.20956,0.90012
3679.9885,0.7334,1.13955,0.74391,1.12985,1.054,1.33519,0.63829,1.13202,1.01434,0.83562,0.87094,0.66671,0.86965,1.25516,0.76872,0.67315,1.13056,0.65248,1.20824,0.89927
3678.05979,0.73266,1.13877,0.74322,1.129,1.05325,1.33446,0.63777,1.13136,1.01375,0.83512,0.87034,0.6664,0.86904,1.25452,0.76802,0.67262,1.12972,0.652,1.20736,0.89856
3676.13107,0.7318,1.13773,0.7424,1.12818,1.05259,1.33373,0.63706,1.13051,1.01312,0.83455,0.86965,0.66593,0.86824,1.25389,0.76735,0.67206,1.12912,0.65144,1.20694,0.89791
3674.20236,0.7308,1.13643,0.74144,1.12726,1.05188,1.33284,0.63617,1.1294,1.01233,0.8338,0.86881,0.66524,0.86722,1.25312,0.76663,0.67137,1.12853,0.65074,1.20664,0.89719
3672.27364,0.72975,1.13499,0.74034,1.12606,1.05089,1.33158,0.63515,1.12812,1.01126,0.83278,0.86772,0.66425,0.86594,1.25198,0.76578,0.67053,1.12769,0.64985,1.20609,0.89624
3670.34493,0.72866,1.13342,0.73909,1.12454,1.04957,1.32995,0.63403,1.12672,1.00991,0.8315,0.86637,0.66296,0.86441,1.25043,0.7648,0.66955,1.12659,0.64879,1.20522,0.89503
3668.41621,0.72755,1.13177,0.73782,1.12285,1.04809,1.3281,0.63289,1.12522,1.0084,0.83011,0.86495,0.6616,0.86285,1.24872,0.76372,0.66849,1.12531,0.64765,1.20404,0.89367
3666.48749,0.72649,1.13019,0.73661,1.12108,1.04651,1.3261,0.63184,1.12376,1.00684,0.82874,0.86358,0.66034,0.86142,1.24698,0.7626,0.6674,1.12383,0.64654,1.2025,0.89221
3664.55878,0.72554,1.12878,0.73551,1.11931,1.04487,1.32402,0.63094,1.12241,1.00531,0.82744,0.86227,0.65921,0.86011,1.24525,0.76148,0.66635,1.12221,0.64549,1.20072,0.89072
3662.63006,0.72468,1.12758,0.73454,1.11769,1.04335,1.32209,0.63018,1.12119,1.00394,0.82632,0.8611,0.65829,0.85897,1.24367,0.76045,0.66541,1.12064,0.64457,1.19898,0.88935
3660.70135,0.72391,1.12659,0.73372,1.11637,1.04209,1.32057,0.62953,1.12012,1.0028,0.82543,0.86014,0.65766,0.85805,1.24238,0.75954,0.66462,1.11932,0.64383,1.19751,0.88819
3658.77263,0.72322,1.12578,0.73304,1.11538,1.04117,1.31953,0.62899,1.11925,1.00196,0.82477,0.85941,0.65729,0.85736,1.24146,0.75879,0.66397,1.1183,0.64327,1.1964,0.88732
3656.84392,0.7226,1.12508,0.73249,1.1147,1.04057,1.31894,0.62853,1.11855,1.00137,0.8243,0.8589,0.65718,0.85689,1.24088,0.75818,0.66344,1.11756,0.64286,1.19561,0.88669
3654.9152,0.72199,1.12443,0.73202,1.1142,1.04018,1.31859,0.62813,1.11793,1.00093,0.82397,0.85853,0.65725,0.85658,1.24054,0.75762,0.66295,1.11696,0.64253,1.19497,0.88621
3652.98649,0.72139,1.12374,0.73155,1.11372,1.03979,1.31822,0.6277,1.11729,1.00046,0.82364,0.85815,0.6573,0.85624,1.24022,0.75707,0.66246,1.11639,0.64218,1.19437,0.88573
3651.05777,0.7207,1.12287,0.73093,1.11311,1.03931,1.31773,0.62711,1.11653,0.99984,0.82319,0.85757,0.65711,0.85565,1.23974,0.7565,0.66192,1.11587,0.64172,1.19397,0.88518
3649.12906,0.71984,1.12171,0.73012,1.11234,1.03873,1.31704,0.62629,1.1155,0.99902,0.82252,0.85676,0.65655,0.85475,1.23907,0.75589,0.66126,1.11542,0.6411,1.19381,0.88455
3647.20034,0.71886,1.12036,0.72914,1.11129,1.03794,1.31602,0.62532,1.11422,0.99794,0.82157,0.85575,0.65567,0.8536,1.23812,0.75514,0.66043,1.11479,0.6403,1.1935,0.8837
3645.27163,0.71792,1.11903,0.72811,1.10997,1.03682,1.31458,0.62439,1.11285,0.99665,0.82038,0.85462,0.65462,0.85234,1.23685,0.75425,0.65947,1.11376,0.63938,1.19263,0.8826
3643.34291,0.71714,1.11789,0.72715,1.10854,1.03551,1.31291,0.62359,1.11159,0.99531,0.81911,0.85348,0.65362,0.85113,1.23543,0.7533,0.65847,1.11245,0.63848,1.19125,0.88138
3641.4142,0.71652,1.11696,0.72636,1.10729,1.03426,1.31139,0.62297,1.11051,0.99408,0.81797,0.85249,0.65286,0.85012,1.23417,0.75244,0.65755,1.11114,0.6377,1.18976,0.88025
3639.48548,0.71602,1.11623,0.72578,1.10638,1.03332,1.31028,0.6225,1.10961,0.99306,0.81707,0.85177,0.65246,0.84943,1.23329,0.75174,0.65677,1.11002,0.63712,1.18844,0.87934
3637.55677,0.71564,1.11567,0.72543,1.10585,1.03273,1.30965,0.62218,1.10884,0.99225,0.81645,0.85132,0.65242,0.8491,1.23286,0.75121,0.65613,1.10915,0.63674,1.18736,0.87868
3635.62805,0.71538,1.11527,0.72525,1.10562,1.03245,1.30941,0.62198,1.10821,0.99163,0.81606,0.8511,0.65269,0.84905,1.23277,0.75082,0.65561,1.1085,0.63655,1.1865,0.87823
3633.69934,0.71519,1.11495,0.72514,1.10559,1.03236,1.30943,0.62183,1.10767,0.99114,0.81583,0.851,0.65311,0.84911,1.23286,0.75054,0.65519,1.10805,0.63647,1.18588,0.87795
3631.77062,0.71497,1.11454,0.72494,1.10555,1.0323,1.30944,0.62158,1.10714,0.99067,0.8156,0.85082,0.6534,0.849,1.23289,0.75028,0.6548,1.10775,0.63635,1.18554,0.87771
3629.84191,0.71453,1.1138,0.72447,1.10526,1.03208,1.30913,0.62106,1.1064,0.99003,0.81518,0.85037,0.6533,0.84849,1.23264,0.74993,0.65432,1.10748,0.63602,1.18545,0.87738
3627.91319,0.71378,1.11267,0.7237,1.10456,1.03154,1.30832,0.62028,1.10534,0.98914,0.81447,0.84962,0.65281,0.84761,1.232,0.74938,0.65366,1.10702,0.63543,1.18527,0.87679
3625.98448,0.7128,1.11134,0.72273,1.10337,1.03054,1.30693,0.61938,1.10407,0.988,0.81352,0.84862,0.65205,0.84652,1.23093,0.74854,0.65281,1.10607,0.63461,1.18449,0.87584
3624.05576,0.71175,1.11002,0.72165,1.10174,1.0291,1.30512,0.61848,1.10283,0.98672,0.81243,0.84742,0.65112,0.8453,1.22943,0.74745,0.65186,1.10464,0.63367,1.18307,0.87456
3622.12705,0.71066,1.10874,0.72049,1.09989,1.02744,1.30322,0.61757,1.10169,0.98547,0.81136,0.8461,0.65009,0.84398,1.22771,0.74628,0.65091,1.10304,0.63269,1.18146,0.87316
3620.19833,0.70947,1.10741,0.71928,1.09806,1.02583,1.30147,0.61659,1.10058,0.98434,0.81039,0.84477,0.64905,0.84262,1.226,0.74512,0.65001,1.10156,0.63172,1.1801,0.8718
3618.26962,0.7082,1.10601,0.71807,1.09636,1.02438,1.29994,0.61558,1.09942,0.9833,0.80954,0.84352,0.64807,0.84132,1.22445,0.74402,0.64915,1.10027,0.63078,1.17904,0.87056
3616.3409,0.70696,1.1046,0.71692,1.09476,1.02304,1.29855,0.6146,1.09822,0.98228,0.80873,0.84237,0.64717,0.84013,1.22304,0.74296,0.64831,1.09906,0.62987,1.17802,0.86939
3614.41219,0.70586,1.1033,0.71588,1.09327,1.02179,1.29724,0.61371,1.09706,0.98126,0.80794,0.84131,0.64636,0.83904,1.22175,0.74197,0.6475,1.09791,0.62904,1.17694,0.86831
3612.48347,0.70499,1.10216,0.715,1.09204,1.02071,1.29608,0.61294,1.09597,0.98028,0.80716,0.8404,0.6457,0.83807,1.22066,0.74112,0.64674,1.09691,0.62832,1.17595,0.86739
3610.55476,0.7043,1.10116,0.71428,1.09111,1.01985,1.29508,0.61228,1.09494,0.97933,0.80639,0.8396,0.64518,0.83721,1.21977,0.74043,0.64603,1.09611,0.62771,1.17515,0.86661
3608.62604,0.70372,1.10021,0.71362,1.09037,1.01909,1.2941,0.61166,1.09391,0.97835,0.80556,0.83882,0.64472,0.83639,1.21894,0.73982,0.64532,1.09537,0.62713,1.17445,0.86589
3606.69733,0.70316,1.09926,0.71296,1.08964,1.01829,1.29302,0.61105,1.09284,0.97729,0.80466,0.838,0.64427,0.83556,1.21806,0.73919,0.64456,1.09455,0.62652,1.17364,0.86511
3604.76861,0.70258,1.09833,0.71227,1.08879,1.01736,1.29178,0.61045,1.09177,0.97619,0.80375,0.83715,0.64379,0.83471,1.21709,0.73848,0.64376,1.09357,0.62588,1.17262,0.86424
3602.8399,0.70197,1.09742,0.71156,1.08783,1.01639,1.2905,0.60986,1.09075,0.97511,0.80287,0.8363,0.64332,0.83387,1.21609,0.73775,0.64298,1.09249,0.62524,1.1715,0.86333
3600.91118,0.70132,1.09652,0.71083,1.08682,1.01546,1.28929,0.60926,1.08978,0.97412,0.80208,0.83549,0.64288,0.83304,1.21516,0.73701,0.64223,1.09143,0.62463,1.17046,0.86246
3598.98246,0.70061,1.09559,0.71009,1.08581,1.0146,1.28821,0.60864,1.08883,0.97321,0.80135,0.83472,0.64246,0.83224,1.2143,0.73629,0.64153,1.09044,0.62404,1.16956,0.86163
3597.05375,0.69983,1.09462,0.70932,1.08475,1.01376,1.2872,0.60799,1.08788,0.97237,0.80066,0.83394,0.64202,0.83144,1.21348,0.73554,0.64084,1.08947,0.62344,1.16873,0.86081
3595.12503,0.69898,1.09359,0.70852,1.08362,1.01286,1.28619,0.60728,1.0869,0.97153,0.79996,0.83311,0.64156,0.83061,1.21262,0.73474,0.64014,1.08847,0.62282,1.16787,0.85995
3593.19632,0.69806,1.0925,0.70767,1.08241,1.01188,1.28509,0.60654,1.08588,0.97064,0.79925,0.83223,0.64107,0.82972,1.21168,0.73387,0.63942,1.0874,0.62215,1.1669,0.859
3591.2676,0.69708,1.09134,0.70675,1.08109,1.01077,1.28383,0.60573,1.08481,0.96968,0.79851,0.83125,0.64051,0.82871,1.21057,0.73293,0.63866,1.08625,0.62143,1.1658,0.85796
3589.33889,0.69601,1.09004,0.7057,1.07961,1.0095,1.28233,0.60481,1.08361,0.96859,0.79769,0.83011,0.63977,0.82747,1.20921,0.73191,0.63785,1.08506,0.62061,1.16467,0.85682
3587.41017,0.69484,1.08857,0.70448,1.07796,1.00807,1.28058,0.60375,1.08223,0.96734,0.79673,0.82877,0.63878,0.82598,1.20758,0.73082,0.63695,1.08382,0.61966,1.16355,0.85558
3585.48146,0.69365,1.08703,0.70318,1.07618,1.00653,1.27867,0.60264,1.08075,0.966,0.79566,0.82735,0.63764,0.82439,1.20579,0.72969,0.63599,1.0825,0.61863,1.16237,0.85425
3583.55274,0.69256,1.08562,0.70193,1.07441,1.00498,1.27679,0.60164,1.07942,0.9647,0.79458,0.82596,0.63649,0.82287,1.20402,0.72859,0.63504,1.08111,0.61763,1.1611,0.85293
3581.62403,0.69163,1.08442,0.70083,1.07278,1.00357,1.27513,0.60079,1.07832,0.96357,0.79357,0.82472,0.63549,0.82154,1.20243,0.72758,0.63418,1.07975,0.61675,1.15986,0.85173
3579.69531,0.69081,1.08338,0.69989,1.07135,1.00236,1.27375,0.60008,1.0774,0.96258,0.7927,0.82367,0.6347,0.82043,1.20113,0.72668,0.6334,1.07852,0.616,1.15874,0.85068
3577.7666,0.69005,1.0824,0.69908,1.07008,1.00133,1.27261,0.59943,1.07653,0.96168,0.79194,0.82278,0.63412,0.81948,1.20005,0.72587,0.63269,1.07742,0.61536,1.15773,0.84976
3575.83788,0.6893,1.08144,0.69835,1.06891,1.00042,1.27161,0.59883,1.07562,0.9608,0.79127,0.82201,0.63371,0.81865,1.19912,0.72509,0.632,1.07639,0.61477,1.15675,0.84889
3573.90917,0.68856,1.08051,0.69768,1.06786,0.9996,1.27073,0.59825,1.0747,0.95996,0.79068,0.82132,0.63346,0.81795,1.19827,0.72434,0.63134,1.07541,0.61421,1.15581,0.84806
3571.98045,0.68784,1.07965,0.69705,1.06692,0.99887,1.26997,0.59771,1.07379,0.95917,0.79018,0.82069,0.63334,0.81736,1.1975,0.72363,0.63071,1.07448,0.61371,1.15493,0.84729
3570.05174,0.68714,1.07883,0.69644,1.06606,0.99822,1.26931,0.59716,1.07289,0.95843,0.78975,0.82008,0.63325,0.81679,1.19679,0.72297,0.63013,1.07365,0.61323,1.15419,0.8466
3568.12302,0.68641,1.07792,0.69577,1.06518,0.99756,1.26864,0.59655,1.07196,0.95766,0.78928,0.81939,0.63303,0.8161,1.19603,0.72232,0.62954,1.07292,0.61272,1.15358,0.84595
3566.19431,0.6856,1.07685,0.69498,1.06416,0.99675,1.26774,0.59582,1.07091,0.95675,0.78867,0.81854,0.63259,0.81519,1.19509,0.72161,0.62887,1.07214,0.61211,1.15291,0.84519
3564.26559,0.68475,1.07565,0.69408,1.0629,0.99568,1.26644,0.59503,1.06976,0.95565,0.78787,0.81752,0.63191,0.81408,1.19388,0.72078,0.62808,1.07115,0.61137,1.15197,0.84421
3562.33688,0.68391,1.07444,0.69313,1.06145,0.99443,1.26487,0.59425,1.0686,0.95443,0.78695,0.81639,0.6311,0.81288,1.19248,0.71987,0.62724,1.06995,0.61057,1.15073,0.84307
3560.40816,0.68314,1.07332,0.69224,1.06001,0.99317,1.26329,0.59355,1.06753,0.95327,0.78604,0.81528,0.63033,0.81173,1.19112,0.71898,0.62642,1.06869,0.6098,1.14941,0.84192
3558.47945,0.68243,1.07233,0.69145,1.0587,0.99204,1.2619,0.59293,1.06658,0.95225,0.78523,0.81429,0.62972,0.81073,1.18993,0.71815,0.62567,1.06749,0.60911,1.14817,0.84087
3556.55073,0.68175,1.07141,0.69075,1.05755,0.99106,1.2607,0.59236,1.06573,0.95133,0.78453,0.8134,0.62926,0.80985,1.18889,0.71738,0.62497,1.06638,0.6085,1.14706,0.83993
3554.62202,0.68107,1.07051,0.69008,1.05647,0.99014,1.25959,0.5918,1.06488,0.95045,0.7839,0.81256,0.62891,0.80903,1.18792,0.71662,0.62431,1.06534,0.60793,1.14605,0.83903
3552.6933,0.68036,1.06955,0.68938,1.05538,0.98923,1.25848,0.59121,1.06396,0.94951,0.78329,0.81171,0.62858,0.80819,1.18691,0.71584,0.62362,1.06432,0.60734,1.14509,0.83813
3550.76459,0.67962,1.06851,0.68865,1.05422,0.98827,1.25729,0.59057,1.06294,0.94848,0.78266,0.81082,0.62823,0.8073,1.18585,0.71502,0.6229,1.06329,0.60672,1.14409,0.83717
3548.83587,0.67884,1.0674,0.68785,1.05296,0.98722,1.25599,0.58988,1.06184,0.94733,0.78199,0.80987,0.62782,0.80633,1.18472,0.71416,0.62213,1.06221,0.60605,1.14301,0.83614
3546.90716,0.67803,1.06623,0.687,1.05163,0.98612,1.25463,0.58914,1.06068,0.94611,0.78128,0.80886,0.62733,0.80529,1.18356,0.71328,0.62134,1.06108,0.60533,1.14189,0.83507
3544.97844,0.67723,1.06507,0.68617,1.05035,0.98506,1.25333,0.5884,1.05955,0.94495,0.78056,0.80787,0.62683,0.80426,1.18245,0.71244,0.62055,1.05998,0.60462,1.14081,0.83403
3543.04973,0.67648,1.06402,0.68541,1.04917,0.98409,1.25218,0.58772,1.05855,0.94394,0.77987,0.80698,0.62637,0.80332,1.18144,0.71165,0.61981,1.05895,0.60396,1.13981,0.83309
3541.12101,0.6758,1.06308,0.68473,1.0481,0.98322,1.25117,0.58713,1.05769,0.94307,0.77922,0.80619,0.62595,0.80246,1.18049,0.71092,0.61912,1.05797,0.60338,1.13888,0.83223
3539.1923,0.67514,1.0622,0.6841,1.04708,0.98239,1.25023,0.58658,1.05689,0.94226,0.77861,0.80541,0.62558,0.80165,1.17957,0.7102,0.61846,1.05702,0.60283,1.13798,0.83139
3537.26358,0.67449,1.06133,0.68347,1.04609,0.98158,1.24932,0.58605,1.05609,0.94145,0.77802,0.80463,0.62524,0.80084,1.17868,0.70948,0.6178,1.05607,0.6023,1.13707,0.83057
3535.33486,0.67383,1.06048,0.68286,1.04515,0.9808,1.24848,0.58553,1.05529,0.94065,0.77748,0.80387,0.62494,0.80007,1.17786,0.70878,0.61716,1.05515,0.60179,1.13617,0.82979
3533.40615,0.67318,1.05964,0.68228,1.04427,0.98004,1.2477,0.58502,1.05452,0.93988,0.77696,0.80313,0.62468,0.79934,1.1771,0.7081,0.61652,1.05425,0.6013,1.13525,0.82905
3531.47743,0.67252,1.05881,0.68167,1.04339,0.97926,1.24687,0.58449,1.05375,0.93907,0.77644,0.80238,0.62442,0.7986,1.1763,0.70741,0.61588,1.05335,0.6008,1.13428,0.82828
3529.54872,0.67184,1.05791,0.68101,1.04244,0.97839,1.24588,0.58392,1.0529,0.93817,0.77586,0.80158,0.62412,0.79776,1.17538,0.70667,0.61521,1.0524,0.60026,1.13328,0.82744
3527.62,0.67112,1.05692,0.68027,1.04137,0.97741,1.24473,0.58327,1.05196,0.93715,0.77522,0.80069,0.62375,0.79682,1.1743,0.70587,0.61449,1.0514,0.59966,1.13223,0.82649
3525.69129,0.67036,1.05587,0.67948,1.04022,0.97638,1.2435,0.58259,1.05094,0.93605,0.77454,0.79976,0.62334,0.79581,1.17313,0.70504,0.61375,1.05037,0.59901,1.13117,0.82549
3523.76257,0.6696,1.05483,0.6787,1.03906,0.97536,1.24232,0.58191,1.04993,0.93496,0.77385,0.79884,0.62292,0.79483,1.17199,0.70421,0.61301,1.04935,0.59836,1.13014,0.82448
3521.83386,0.66888,1.05389,0.67796,1.03797,0.97441,1.24128,0.58127,1.04899,0.93396,0.7732,0.79797,0.62252,0.79393,1.17094,0.70342,0.61229,1.04834,0.59775,1.12918,0.82353
3519.90514,0.66818,1.053,0.67725,1.03696,0.97349,1.24031,0.58065,1.04811,0.93301,0.77256,0.79714,0.62211,0.79308,1.16995,0.70265,0.61159,1.04733,0.59715,1.12824,0.82261
3517.97643,0.66747,1.05211,0.67656,1.03597,0.97255,1.23933,0.58002,1.04722,0.93203,0.77193,0.79629,0.62169,0.79221,1.16892,0.70188,0.61088,1.04629,0.59655,1.12727,0.82166
3516.04771,0.66674,1.05117,0.67586,1.03495,0.97159,1.23829,0.5794,1.04629,0.93103,0.77129,0.79542,0.62128,0.79132,1.16787,0.70109,0.61015,1.04523,0.59593,1.12626,0.82071
3514.119,0.66602,1.0502,0.67519,1.03393,0.97066,1.23726,0.57879,1.04538,0.93004,0.77068,0.79458,0.6209,0.79045,1.16685,0.70032,0.60944,1.0442,0.59534,1.12526,0.81979
3512.19028,0.66533,1.04924,0.67454,1.03295,0.9698,1.23631,0.57821,1.04452,0.92912,0.77011,0.79379,0.62057,0.78963,1.1659,0.69957,0.60875,1.04322,0.59478,1.12434,0.81895
3510.26157,0.66464,1.04829,0.67391,1.03199,0.96898,1.23541,0.57763,1.04367,0.92823,0.76954,0.79301,0.62025,0.78883,1.16501,0.69885,0.60808,1.04229,0.59424,1.12344,0.81815
3508.33285,0.66392,1.0473,0.67323,1.03101,0.9681,1.2344,0.57701,1.04277,0.92727,0.76895,0.79217,0.61991,0.78799,1.16406,0.69809,0.60739,1.04131,0.59367,1.12245,0.8173
3506.40414,0.66315,1.04625,0.67248,1.02995,0.96709,1.23319,0.57633,1.04177,0.92617,0.76828,0.79121,0.61951,0.78705,1.16295,0.69727,0.60664,1.04021,0.59303,1.1213,0.81634
3504.47542,0.66232,1.04514,0.67168,1.0288,0.96598,1.23183,0.5756,1.0407,0.92496,0.76756,0.79017,0.61905,0.78601,1.16169,0.6964,0.60586,1.03901,0.59233,1.12004,0.81528
3502.54671,0.66148,1.04402,0.67087,1.02764,0.96487,1.23049,0.57486,1.03964,0.92376,0.76683,0.78914,0.61858,0.78496,1.16041,0.69553,0.60507,1.03781,0.59163,1.11879,0.8142
3500.61799,0.66069,1.04296,0.67011,1.02652,0.96383,1.22927,0.57416,1.03866,0.92268,0.76614,0.7882,0.61813,0.78398,1.15925,0.69469,0.6043,1.03669,0.59096,1.11765,0.81318
3498.68928,0.65995,1.04199,0.66941,1.02547,0.96286,1.22817,0.57352,1.03778,0.9217,0.76548,0.78735,0.6177,0.78306,1.15822,0.6939,0.60357,1.03565,0.59034,1.11664,0.81222
3496.76056,0.65925,1.0411,0.66874,1.0245,0.96194,1.22718,0.57292,1.03695,0.9208,0.76483,0.78654,0.61728,0.7822,1.15728,0.69315,0.60288,1.03468,0.58975,1.11572,0.81131
3494.83185,0.65859,1.04024,0.6681,1.02362,0.96107,1.22629,0.57235,1.03612,0.91996,0.76421,0.78577,0.61688,0.78139,1.15642,0.69243,0.60222,1.03375,0.58918,1.11486,0.81046
3492.90313,0.65793,1.03937,0.66746,1.02278,0.96024,1.22543,0.57179,1.03527,0.91914,0.76361,0.785,0.6165,0.78062,1.15559,0.69173,0.60155,1.03284,0.58864,1.114,0.80965
